序號,漢字,Unicode,字集,有疑問／想挑戰紀錄,台客語,IICore台,IICore港,甲表,乙表,小字典,重編,縣市名,路名,姓氏,考生,城市,JIS,字型數,分類,附註
5226,絳,07D73,Big5-1,台,A,A,,V,,V,,,,1,,2,,13,常用詞,絳青
5227,綉,07D89,CJK,,B,,,,,V,,,,513,,2,,13,姓氏、人名,
5228,綣,07DA3,Big5-2,,C,,,V,,V,,,,1,,2,,13,常用詞,繾綣
5584,綫,07DAB,CJK,,,,,,,V,,,1,,,2,,12,異體,線
5229,綬,07DAC,Big5-1,,A,A,,V,,V,,,,7,,1,,13,動植物,綬草（企業名也很多的樣子）
7336,綹,07DB9,Big5-2,台、客,,,,V,,V,,,,,,,,7,,一綹頭髮
3299,緋,07DCB,Big5-2,,A,A,,V,,V,,,,9,,1,人,14,不分類,14 都有收
7877,緙,07DD9,Big5-1,,A,,,V,,V,,,,,,4,,6,,緙絲工藝
6606,緡,07DE1,Big5-2,,A,A,,V,V,V,,,,4,,2,,9,,
5230,緲,07DF2,Big5-1,,A,,,V,,V,,,,,,2,,13,常用詞,縹緲
3312,緹,07DF9,Big5-1,,A,A,,V,,V,,,,107,,4,,14,不分類,14 都有收
5585,縉,7.00E+09,Big5-1,,A,A,,V,,V,,,,183,,2,,12,命名常用,
5231,縐,7.00E+10,Big5-1,台、客,A,A,,V,V,V,,,,,,4,,13,偶爾會用,縐紗（但縐也常作為皺異體用）
5232,縝,07E1D,Big5-1,,A,A,,V,,V,,,,17,,4,,13,常用詞,縝密
5233,縞,07E1E,Big5-1,,A,A,,V,,V,,,,,,1,人,13,偶爾會用,縞布
6280,縟,07E1F,Big5-2,,A,A,,V,,V,,,,,,2,,10,,
5925,縴,7.00E+34,Big5-1,,A,,,V,V,V,,,,,,,,11,,
5234,縵,7.00E+35,Big5-1,,A,,,V,,V,,,,16,,2,,13,偶爾會用,縵布
5235,縹,7.00E+39,Big5-1,,A,,,V,,V,,,,1,,2,,13,常用詞,縹緲
6282,繇,7.00E+47,Big5-2,,A,A,,V,,V,,,,1,,3,,10,,
6946,繈,7.00E+48,Big5-1,,A,,,V,,V,,,,,,,,8,,
6283,繒,7.00E+52,Big5-1,,A,A,,V,,V,,,,,,3,,10,,
6284,繖,7.00E+56,Big5-2,,,,,V,,V,,,,,,2,,10,,
6285,繙,7.00E+59,Big5-1,,A,,,V,,V,,,,1,,2,,10,,
5926,繰,7.00E+70,Big5-2,,,A,,V,,V,,,,,,1,常,11,日文,
3338,繳,7.00E+73,Big5-1,台、客,A,A,,V,V,V,,,5,1,,4,,14,不分類,14 都有收
6610,繻,07E7B,Big5-2,,B,,,V,,V,,,,43,,2,,9,,
5927,繾,07E7E,Big5-2,,C,,,V,,V,,,,,,4,,11,,
6611,纈,7.00E+88,Big5-2,,,,,V,,V,,,,5,,2,,9,,
3344,纍,07E8D,Big5-2,,B,B,,V,V,V,,,,,,3,,14,不分類,14 都有收
5236,纔,7.00E+94,Big5-1,,A,,,V,,V,,,,,,2,,13,異體,才
6949,纘,7.00E+98,Big5-2,,A,A,,V,,V,,1,,4,,4,,8,,
5237,纛,07E9B,Big5-2,,A,A,,V,,V,,,,,,2,,13,古漢文,纛旗（軍中的大旗）
5238,罅,07F45,Big5-2,客,B,B,,V,,V,,,,,,2,,13,姓氏、人名,公司行號粉專有點多
3355,罌,07F4C,Big5-1,,A,A,,V,V,V,,,,1,,2,,14,不分類,14 都有收
6950,罍,07F4D,Big5-2,,B,,,V,,V,,,,,,2,,8,,
3357,网,07F51,Big5-2,,A,,,V,,V,,,,,,2,,14,不分類,14 都有收
6287,罡,07F61,Big5-2,,B,,,V,,V,,,,67,,4,,10,,
5587,罣,07F63,Big5-2,,C,,,V,,V,,,,,,4,,12,常用詞,罣礙
5588,罫,07F6B,Big5-2,,,A,,V,,V,,,,,,1,,12,常用詞,罫線
5928,羆,07F86,Big5-2,,,,,V,,V,,,,,,2,,11,中國地名,熊羆嶺
5929,羥,07FA5,Big5-2,,C,,,V,,V,,,,,,,,11,科學工程,羥基
6614,羧,07FA7,Big5-2,,,,,V,,V,,,,,,,,9,,羧基
7893,羰,07FB0,Big5-2,,,,,V,,V,,,,,,,,6,,羰ㄊㄤ基
3390,翊,07FCA,Big5-2,,A,A,,V,,V,,,,3554,,2,,14,不分類,14 都有收
5591,翦,07FE6,Big5-2,,B,,,V,V,V,,,11,2,,2,,12,常用詞,一翦梅
5930,翫,07FEB,Big5-2,,A,A,,V,,V,,,,,,1,,11,命名常用,
6615,翬,07FEC,Big5-2,,C,,,V,,V,,1,,36,,3,,9,,基翬漁港
6952,翮,07FEE,Big5-1,,A,,,V,,V,,,,1,,3,,8,,
5239,耄,8004,Big5-1,,A,,,V,,V,,,,2,,2,,13,古漢文,耄耋之年
3411,耋,0800B,Big5-1,,A,,,V,,V,,,,1,,2,,14,不分類,14 都有收
6290,耑,8011,Big5-1,,A,,,V,,V,,,,20,,4,,10,,
5593,耦,8026,Big5-1,,A,,,V,,V,,,,,,3,,12,常用詞,耦合
5241,耨,8028,Big5-1,,A,,,V,,V,,,,,,2,,13,常用詞,耨瘡
5242,聒,8052,Big5-1,,A,,,V,V,V,,,,,,2,,13,常用詞,聒噪
7344,聵,8075,Big5-2,,C,,,V,,V,,,,,,4,,7,,振聾發聵
6616,肏,0808F,Big5-2,,,,,V,,V,,,,,,,,9,,粗話
6618,肽,080BD,CJK,,,,,,,V,,,,,,,,9,,胜肽
7898,胇,080C7,Big5-2,,,,,V,,V,,,,,,,,6,,雞胇、雞腩胇
5931,胗,080D7,Big5-2,客,B,,,V,,V,,,,,,3,,11,食物,
5595,胜,080DC,Big5-2,,A,,,V,,V,,,,,,,,12,常用詞,胜肽、勝的簡體
5244,胝,080DD,Big5-1,,A,,,V,V,V,,,,,,2,,13,常用詞,胼胝體
5245,胯,080EF,Big5-1,,A,A,,V,,V,,,,,,2,,13,常用詞,胯下
5246,胺,080FA,Big5-2,,A,A,,V,,V,,,,,,,,13,科學工程,三聚氰胺、胺基酸
5932,胼,080FC,Big5-1,,A,,,V,V,V,,,,,,2,,11,常用詞,
6954,脘,8118,Big5-2,,A,A,,V,,V,,,,,,3,,8,,
5596,脛,0811B,Big5-2,客,A,A,,V,,V,,,,,,2,,12,常用詞,不脛而走
6955,脰,8130,Big5-1,台,A,,,V,,V,,,,,,,,8,,
7900,腈,8148,CJK,客,B,,,,,,,,,,,,,6,,
5597,腊,0814A,Big5-2,,A,,,V,,V,,,,1,,3,,12,異體,臘
5598,腌,0814C,Big5-1,台,A,,,V,,V,,,,,,,,12,異體,醃、骯
5599,腓,8153,Big5-1,,A,,,V,,V,,,,2,2,2,,12,地理社會,腓尼基
3501,腩,8169,Big5-2,台,B,B,,V,,V,,,,,,4,,14,不分類,14 都有收
5247,腴,8174,Big5-1,,A,,,V,,V,,,,,,2,,13,常用詞,豐腴
6293,膂,8182,Big5-1,,A,,,V,,V,,,,,,2,,10,,
6627,膕,8195,Big5-2,客,,,,V,,,,,,,,2,,9,,膕肌
5600,膘,8198,Big5-1,客,A,A,,V,,V,,,,,,4,,12,食物,
6294,膻,081BB,Big5-2,,B,,,V,,V,,,,,,3,,10,,
5933,臊,081CA,Big5-2,台、客,B,,,V,,V,,,,,,3,,11,,
5934,臠,8.10E+01,Big5-2,,C,,,V,,V,,,,,,2,,11,偶爾會用,
6629,臢,8.10E+03,Big5-1,台,A,,,V,,V,,,,,,,,9,,
3562,舖,8216,Big5-2,台,B,,,V,,V,,,,,42,2,,14,不分類,14 都有收
5248,舘,8218,CJK,,A,,,,,,,30,,,,1,,13,異體,館
5249,舺,0823A,Big5-2,台,C,,,V,V,V,,1,,,,,,13,台灣地名,艋舺
10916,艉,8249,Big5-2,,,,,V,,V,,,,,,4,,3,,艦艉
3577,艋,0824B,Big5-1,台,A,,,V,V,V,,1,,,,4,,14,不分類,14 都有收
10917,艏,0824F,Big5-2,,C,,,V,,V,,,,1,,4,,3,,艦艏
3585,艷,8277,Big5-1,台,A,A,,,,V,,,,199,,2,,14,不分類,14 都有收
5250,艸,8278,Big5-2,,,A,,V,,V,,,,,,2,,13,部首,
3587,芃,8283,Big5-2,,B,,,V,,V,,,,878,,4,,14,不分類,14 都有收
3588,芊,0828A,Big5-2,,B,B,,V,,V,,,,736,,4,,14,不分類,14 都有收
5251,芎,0828E,Big5-2,台、客,A,A,,V,,V,47,69,71,5,2,3,,13,常用詞,九芎
8771,芘,8298,Big5-2,,,,,V,,V,,,,,,,,5,,C16H10、店家名
9665,芛,0829B,Big5-2,,,,,V,,,,,,21,,,,4,,麻芛
5252,芡,082A1,Big5-2,台,B,,,V,V,V,,,,2,,3,,13,常用詞,勾芡
6958,芣,082A3,Big5-1,,A,,,V,,V,,,,,,3,,8,,
5602,芩,082A9,Big5-2,,A,A,,V,,V,,,,361,,3,,12,動植物,黃芩
5253,芫,082AB,Big5-2,台,B,,,V,,V,,,,176,,2,,13,常用詞,芫荽
3597,芮,082AE,Big5-2,,A,A,,V,,V,,,476,435,,3,,14,不分類,14 都有收
3598,芯,082AF,Big5-1,客,A,A,,V,,V,,,,772,,1,常,14,不分類,14 都有收
6299,芰,082B0,Big5-1,,A,,,V,,V,,,,,,,,10,,離騷：芰荷
3601,芷,082B7,Big5-1,台、客,A,A,,V,,V,,,,2916,,3,,14,不分類,14 都有收
3602,芸,082B8,Big5-1,,A,A,,V,V,V,,5,,6132,10,1,常,14,不分類,14 都有收
5935,芾,082BE,Big5-1,,A,,,V,V,V,,,,6,,3,,11,,米芾
5603,苙,082D9,Big5-2,,C,,,V,V,V,,,,23,,2,,12,姓氏、人名,一副人名常用樣...
5254,苡,8.20E+02,Big5-2,,A,A,,V,,V,,,18,757,,2,,13,姓氏、人名,
5604,苫,082EB,Big5-2,,,,,V,,V,,,9,1,2,1,,12,世界地名,苫小牧
3619,苯,082EF,Big5-1,,A,A,,V,,V,,,,,,,,14,不分類,14 都有收
5255,苳,082F3,Big5-2,台,C,,,,,,,19,,1,,2,,13,常用詞,茄苳
5605,苷,082F7,CJK,,B,,,,,V,,,,,,4,,12,常用詞,核苷酸
3621,苹,082F9,Big5-2,,A,,,V,,V,,,,450,,2,,14,不分類,14 都有收
5936,苺,082FA,Big5-2,,B,,,,,V,,,,2,,2,人,11,命名常用,命名會用
6301,苻,082FB,Big5-2,台,,,,V,V,V,,,,,,2,,10,,「苻」字作為姓氏，且該字非本土語特用，應從本土包移至基本包。
5256,茆,8306,Big5-1,,A,,,V,,V,,,639,31,,2,,13,動植物,植物、少數姓氏
3629,茜,0831C,Big5-2,,A,A,,V,,V,,,1,1423,,1,人,14,不分類,14 都有收
3630,茨,8328,Big5-1,,A,A,,V,V,V,,,,25,39,1,常,14,不分類,14 都有收
5937,茬,0832C,Big5-2,,,,,,,V,,,6,2,,,,11,姓氏、人名,
5257,茭,0832D,Big5-2,台、客,B,,,V,,V,,3,,,,3,,13,動植物,茭白筍
5606,茯,0832F,Big5-2,台、客,A,A,,V,,V,,,,2,,2,,12,常用詞,茯苓 (中藥)
5258,茼,0833C,Big5-2,,B,,,V,V,V,,,,3,,4,,13,動植物,茼蒿
5259,荃,8343,Big5-1,,A,A,,V,,V,,,,427,,3,,13,姓氏、人名,
6632,荇,8347,Big5-2,台,A,A,,V,,V,,,,1,,3,,9,,
5607,荖,8356,Big5-2,台,C,,,V,,,,9,,,10,,,12,台灣地名,荖濃溪
5260,荳,8373,Big5-2,台,A,A,,V,V,V,,9,,4,1,2,,13,常用詞,荳蔻年華
5608,荽,0837D,Big5-2,台,B,,,V,,V,,,,,,3,,12,動植物,芫荽
5261,莆,8386,Big5-1,,A,A,,V,,V,,,,48,,3,,13,動植物,莆田
5262,莧,083A7,Big5-1,台、客,A,,,V,,V,,,,1,,3,,13,動植物,莧菜
5938,莨,083A8,Big5-2,,B,,,V,,V,,,,41,,2,,11,命名常用,
8780,莩,083A9,Big5-2,,,A,,V,,V,,,,,,3,,5,,民有飢色野有餓莩
5939,莪,083AA,Big5-2,,A,A,,V,,V,,,,3,10,2,,11,,
5940,莿,083BF,Big5-2,台,C,,,V,,V,39,42,,,,3,,11,,雲林縣莿桐鄉
5941,菀,083C0,Big5-2,,B,,,V,,V,,,,823,,3,,11,姓氏、人名,
3664,菇,083C7,Big5-2,台、客,A,A,,V,V,V,,,,1,10,3,,14,不分類,14 都有收
5942,菈,083C8,Big5-2,,C,,,V,,,,,21,,,,,11,,
5263,菓,083D3,CJK,,A,A,,,,V,,8,,5,,1,常,13,食物,菓子
6304,菔,083D4,Big5-1,,A,,,V,,V,,,,2,,4,,10,,
5264,菖,083D6,Big5-2,台,A,A,,V,V,V,,,,152,,1,人,13,動植物,菖蒲
5944,菘,083D8,Big5-2,,B,,,V,,V,,,,206,,2,,11,,
5265,菟,083DF,Big5-1,,A,,,V,V,V,,,,,,1,,13,動植物,菟絲
5945,菫,083EB,Big5-2,,,A,,V,V,V,,,,6,,2,人,11,,
6962,萁,8401,Big5-2,,C,,,V,,V,,,,48,,3,,8,,傅崐萁、煮豆燃豆萁
5267,萇,8407,Big5-1,,A,,,V,,V,,,21,,,2,,13,動植物,公司行號常用
7924,萘,8418,CJK,,,,,,,,,,,,,,,6,,萘丸(樟腦丸)
5946,萣,8423,Big5-2,台,C,,,V,,,62,63,,1,,,,11,,高雄市茄萣區
5609,萩,8429,Big5-2,,A,A,,V,,V,,,,228,2,1,人,12,世界地名,人名常用、日本常見地名用字
5268,葆,8446,Big5-1,,A,A,,V,V,V,,2,,113,,2,,13,姓氏、人名,賴士葆
3691,葚,0845A,Big5-2,,B,,,V,V,V,,,,1,,4,,14,不分類,14 都有收
5269,葭,0846D,Big5-1,,A,,,V,,V,,,,44,,2,,13,姓氏、人名,
5270,葯,0846F,Big5-2,,A,A,,V,,V,,,,,,2,,13,異體,藥
3699,葱,8471,CJK,,A,A,,,,,,,,,,1,,14,不分類,14 都有收
3700,葳,8473,Big5-2,,B,,,V,,V,,,3,969,,3,,14,不分類,14 都有收
5947,葶,8476,Big5-2,,B,,,V,,V,,,,490,,4,,11,,
5948,葺,0847A,Big5-2,,A,A,,V,,V,,,,,,1,人,11,,
5949,蒔,8494,Big5-2,客,A,A,,V,,V,,,,92,,1,人,11,,
3708,蒟,0849F,Big5-2,,B,,,V,,V,,,,1,,2,,14,不分類,14 都有收
5271,蒡,084A1,Big5-2,台,A,A,,V,,V,,,,,,2,,13,動植物,牛蒡
3709,蒨,084A8,Big5-2,,B,B,,V,,V,,,,1017,,,,14,不分類,14 都有收
5950,蒯,084AF,Big5-2,,,,,V,,V,,,119,7,,3,,11,,
5610,蒴,084B4,Big5-2,,C,,,V,,V,,,,2,,3,,12,動植物,
7362,蒹,084B9,Big5-2,,,,,V,,V,,,,7,,2,,7,,蒹葭蒼蒼
7933,蒺,084BA,Big5-2,,,,,V,,V,,,,,,3,,6,,蒺藜
3712,蒻,084BB,Big5-2,,A,A,,V,,V,,,,,,2,,14,不分類,14 都有收
7934,蒽,084BD,CJK,,,,,,,,,,,,,,,6,,蒽 （ ㄣ ） 舊稱荌（Anthracene），俗稱綠油腦，一種稠環芳香烴
3716,蓁,084C1,Big5-2,台,B,,,V,,V,,6,,3673,,2,,14,不分類,14 都有收
3720,蓊,084CA,Big5-1,客,A,,,V,V,V,,,,2,,2,,14,不分類,14 都有收
5951,蓍,084CD,Big5-2,,,A,,V,,V,,,,,,2,,11,,
5272,蓑,084D1,Big5-1,台、客,A,A,,V,V,V,,,,,,1,人,13,常用詞,蓑衣
5611,蓖,084D6,Big5-2,,A,,,V,,V,,,,,,2,,12,動植物,
9679,蓪,084EA,Big5-2,台,C,,,V,,,,,,,,4,,4,,蓪草
6306,蓴,084F4,Big5-2,,A,A,,V,,V,,,,26,,2,,10,,
5612,蓼,084FC,Big5-2,客,,A,,V,,V,,,,6,1,2,,12,動植物,木天蓼
6634,蓽,084FD,Big5-2,,C,,,V,,V,,,,,,4,,9,,蓽路藍樓、蓬蓽生輝
6307,蔆,8506,Big5-1,,A,,,V,,,,,,61,,2,,10,,
5613,蔘,8518,Big5-2,,A,A,,V,,V,,,,10,,2,,12,動植物,人蔘
5614,蔦,8526,Big5-2,,A,,,V,,V,,5,,,,1,人,12,常用詞,蔦屋書店
6309,蔫,0852B,Big5-2,台,A,,,V,,V,,,,,,4,,10,,
3736,蔻,0853B,Big5-2,,B,B,,V,V,V,,,,2,12,,,14,不分類,14 都有收
5615,蕁,8541,Big5-2,,A,A,,V,,V,,,,,,2,,12,常用詞,蕁麻疹
,,,,,,,,,,,,,,,,,,,,
3742,蕎,0854E,Big5-2,台,A,A,,V,,V,,,,138,,1,人,14,不分類,14 都有收
6313,蕞,0855E,Big5-1,,A,,,V,,V,,,,,,4,,10,,
5616,蕤,8564,Big5-2,,B,,,V,,V,,,,2,,3,,12,動植物,
5273,薈,8588,Big5-2,台,B,B,,V,,V,,,,94,,2,,13,動植物,蘆薈
5274,薊,0858A,Big5-1,,A,,,V,,V,,,,,,2,,13,動植物,菊科薊屬
5275,薏,0858F,Big5-2,台,A,A,,V,,V,,1,,822,,3,,13,動植物,薏仁
5617,薙,8599,Big5-2,,,,,V,,V,,,,,,1,人,12,日文,草薙（日本ACG常見人名）
6966,薤,085A4,Big5-2,,,,,V,,V,,,,,,2,,8,,五辛之一
3755,薦,085A6,Big5-1,台、客,A,A,,,V,V,,,,6,,1,常,14,不分類,14 都有收
5276,薨,085A8,Big5-1,,A,A,,V,,V,,,,,,2,,13,古漢文,古代諸侯或大官死亡稱為「薨」
5952,薹,085B9,Big5-1,,A,,,V,,V,,,,,,2,,11,,
5277,薺,085BA,Big5-1,台、客,A,A,,V,,V,,,,13,,2,,13,動植物,荸薺
5953,藜,085DC,Big5-2,,A,A,,V,,V,,,,32,,2,,11,,
5278,藷,085F7,Big5-1,,A,A,,V,V,V,,,,,,1,,13,異體,薯，但甘藷一詞不會寫薯
6315,藿,085FF,Big5-2,,A,A,,V,,V,,,,1,,3,,10,,藿香
6967,蘅,8605,Big5-2,,B,,,V,,V,,,,35,,3,,8,,
5618,蘢,8622,Big5-2,,,C,,V,,V,,,,1,,2,,12,命名常用,
6317,虯,0866F,Big5-2,台,B,,,V,,V,,,,,,4,,10,,
6318,虺,0867A,Big5-1,,A,,,V,,V,,,,,,4,,10,,
5619,虻,0867B,Big5-1,客,A,,,V,,V,,,,,10,1,,12,動植物,
5954,蚋,0868B,Big5-2,台,C,,,V,,V,,,38,,,2,,11,,加蚋
5955,蚕,8695,Big5-2,,,,,V,,V,,,,,,1,常,11,,
5956,蚜,0869C,Big5-1,,A,,,V,V,V,,,,,,4,,11,,
7373,蚰,086B0,Big5-2,,,,,V,,V,,,,,,2,,7,,蚰蜒
7956,蚺,086BA,Big5-2,,,,,V,,,,,,,,,,6,,森蚺、蚺科
5620,蛉,086C9,Big5-1,台,A,,,V,V,V,,,,5,,2,,12,動植物,草蛉科
5957,蛐,086D0,Big5-1,,A,A,,V,,V,,,,,,,,11,,
5279,蛞,086DE,Big5-1,客,A,,,V,,V,,,,,,2,,13,動植物,蛞蝓
5958,蛸,086F8,Big5-2,,A,,,V,,V,,,,,,1,,11,,
6637,蛺,086FA,Big5-2,,C,,,V,,V,,,,,,3,,9,,"建議基本包收錄「蛺」。
昆蟲學領域中，「蛺」字應用於蛺蝶科之下多個屬名與種名。蛺蝶為台灣常見蝶類，相關研究、保育以及中小學自然科學領域、生態教學、環境教育等皆為「蛺」字高度使用之場域。另中研院現代漢語語料庫詞頻統計「蛺蝶(Na)」詞頻達8次。綜上所述，「蛺」字有收錄之功能性與必要性。"
3823,蜆,8706,Big5-1,客,A,A,,V,,V,,,,,,2,,14,不分類,14 都有收
5280,蜉,8709,Big5-2,,B,,,V,,V,,,,,,2,,13,動植物,蜉蝣
5281,蜊,0870A,Big5-1,台,A,,,V,,V,,1,,,,2,,13,動植物,蛤蜊
3826,蜍,0870D,Big5-2,台、客,B,,,V,V,V,,,,,,2,,14,不分類,14 都有收
3827,蜒,8712,Big5-2,客,A,A,,V,V,V,,,,,,2,,14,不分類,14 都有收
5621,蜚,0871A,Big5-2,客,A,A,,V,,V,,,,1,,2,,12,常用詞,流言蜚語
5959,蜡,8721,Big5-2,,,,,V,,V,,,,,,4,,11,,
5960,蜩,8729,Big5-1,,A,,,V,,V,,,,,,2,,11,,
5282,蜷,8737,Big5-1,台,A,,,V,V,V,,,,,,2,,13,常用詞,蜷縮
5622,蝎,0874E,Big5-2,,A,A,,V,,V,,,,,,2,,12,異體,蠍
5623,蝓,8753,Big5-1,客,A,,,V,,V,,,,,,2,,12,動植物,蛞蝓
5283,蝟,0875F,Big5-2,,A,A,,V,V,V,,,,,1,2,,13,動植物,刺蝟
5284,蝣,8763,Big5-2,,,,,V,,V,,,,,,2,,13,動植物,蜉蝣
6639,蝮,0876E,Big5-2,,,,,V,,V,,,,,,2,,9,,蝮蛇
6971,螅,8785,Big5-2,,B,,,V,,V,,,,,,,,8,,
5285,螈,8788,Big5-2,,C,,,V,,V,,,,,,3,,13,動植物,蠑螈
8820,螭,087AD,Big5-2,,C,,,V,,V,,,,,,3,,5,,螭龍
5286,螯,087AF,Big5-2,,B,,,V,V,V,,,,,,2,,13,動植物,螯蝦
5624,螽,087BD,Big5-2,,B,,,V,V,V,,,,,,2,,12,動植物,螽斯
5287,蟄,087C4,Big5-2,台、客,A,A,,V,V,V,,,,,,2,,13,常用詞,驚蟄
5288,蟎,087CE,CJK,客語閱讀越懂,B,,,,,,,,,,,4,,13,常用詞,塵蟎
5289,蟠,8.70E+01,Big5-1,,A,A,,V,V,V,,,,2,,2,,13,常用詞,蟠桃
8824,蟥,8.70E+06,Big5-2,,,,,V,,V,,,,,,4,,5,,螞蟥
5961,蟳,087F3,Big5-2,台,C,,,V,,V,,,,,,,,11,,
5290,蟾,087FE,Big5-1,台、客,A,A,,V,V,V,,,,2,1,2,,13,動植物,蟾蜍
7377,蠆,8806,Big5-2,,,,,V,,V,,,,,,3,,7,,水蠆
11000,蠊,0880A,Big5-2,,,,,,,,,,,,,3,,3,,蜚蠊()
5291,蠑,8811,Big5-2,,C,,,V,,V,,,,,,2,,13,動植物,蠑螈
7378,蠓,8813,Big5-2,台,,,,V,,V,,,,,,4,,7,,臺灣鋏蠓(小黑蚊)
6320,蠖,8816,Big5-2,,C,,,V,,V,,,,,,2,,10,,
5962,蠵,8835,Big5-2,,C,,,V,V,V,,,,,,,,11,,
3880,衊,0884A,Big5-2,,C,,,V,,V,,,,,,4,,14,不分類,14 都有收
8830,衖,8856,Big5-2,客,C,,,V,,,,,,,,,,5,,弄
5625,衩,8869,Big5-2,,B,,,V,,V,,,,,,4,,12,常用詞,高衩褲
5963,衲,8872,Big5-2,台,A,A,,V,,V,,,,,,2,,11,,
5626,衹,8879,Big5-1,,A,,,V,,V,,,,,,,,12,命名常用,宗教相關
6644,衽,0887D,Big5-1,,A,,,V,,V,,,,4,,2,,9,,
5964,衾,0887E,Big5-2,,,A,,V,,V,,,,3,,2,,11,,
5965,衿,0887F,Big5-2,客,,A,,V,,V,,,,81,,1,人,11,,
6974,袓,8893,Big5-2,客,B,,,,,,,1,1,7,,,,8,,
5627,袤,088A4,Big5-2,,B,,,V,,V,,,,,,2,,12,命名常用,
6321,袪,088AA,Big5-2,,B,,,V,,V,,,,,,3,,10,,
6646,裎,088CE,Big5-2,,C,,,V,,V,,,,3,,3,,9,,
3908,裏,088CF,Big5-2,台,A,A,,,,V,,,,,2,1,常,14,不分類,14 都有收
6977,裒,088D2,Big5-1,台,A,,,V,,V,,,,,,4,,8,,
5293,裱,088F1,Big5-2,台,B,B,,V,,V,,,,,,4,,13,常用詞,裱匡
5966,褊,0890A,Big5-1,,A,,,V,,V,,,,,,2,,11,,
5967,褔,8914,Big5-2,,B,,,V,,V,,30,,10,,,,11,,
6648,褕,8915,Big5-1,,A,,,V,,V,,,,20,,,,9,,
6322,褙,8919,Big5-2,台,A,A,,V,,V,,,,,,3,,10,,
5968,褡,8921,Big5-1,客,A,,,V,,V,,,,,,,,11,,
5294,襁,8941,Big5-2,客,A,A,,V,V,V,,,,4,,2,,13,常用詞,強褓之年
6980,襞,0895E,Big5-1,台,A,,,V,,V,,,,,,2,,8,,
3942,襬,0896C,Big5-1,,A,,,V,V,V,,,,,,,,14,不分類,14 都有收
6325,覈,8988,Big5-2,,C,,,V,,V,,,,,,2,,10,,覈實
7986,覡,089A1,Big5-2,客,,A,,V,,V,,,,,,2,,6,,巫覡是指能運用超自然力的人
5295,覷,089B7,Big5-2,,B,B,,V,V,V,,,,,,4,,13,常用詞,面面相覷
5970,覿,089BF,Big5-2,,,,,V,,V,,,,1,,2,,11,,
5971,觔,089D4,Big5-1,客,A,,,V,V,V,,,,,,3,,11,,
5972,觚,089DA,Big5-2,,C,,,V,,V,,,,,,2,,11,,
6328,觥,8.90E+06,Big5-2,,B,B,,V,,V,,,,,,3,,10,,
5628,触,8.90E+07,Big5-2,,,,,,,,,,,,,1,常,12,異體,觸
6981,訇,08A07,Big5-2,,,,,V,,V,,,1,,,,,8,,阿訇（伊斯蘭教）
6329,訏,08A0F,Big5-1,,A,,,V,,V,,,,,,,,10,,
5629,訢,08A22,Big5-1,,A,,,V,,V,,,,64,,3,,12,姓氏、人名,人名很多
5296,訶,08A36,Big5-1,,A,A,,V,,V,,,,,,2,,13,常用詞,唐吉訶德
5630,訾,08A3E,Big5-1,,A,,,V,,V,,,92,7,,4,,12,,
5973,詈,08A48,Big5-2,台,,,,V,,V,,,,,,2,,11,,
6651,詎,08A4E,Big5-2,,C,,,V,,V,,,,,,3,,9,,詎料
5297,詒,08A52,Big5-2,,C,,,V,,V,,1,,243,,2,,13,姓氏、人名,人名常用
6330,詡,08A61,Big5-2,,C,,,V,,V,,,,17,,3,,10,,自詡
6653,詨,08A68,Big5-1,,A,,,,,,,,,,,,,9,,
6331,誆,08A86,Big5-2,,C,,,V,,V,,,,,,,,10,,誆騙
5631,誒,08A92,Big5-2,,,,,V,,V,,,,,,,,12,常用詞,感嘆詞；欸
5632,誚,08A9A,Big5-1,客,A,,,V,,V,,,,,,2,,12,台語,民間有將 kiàn-siàu 寫見誚
6982,誧,08AA7,Big5-1,,A,,,,,,,,,,,3,,8,,
4030,誹,08AB9,Big5-1,台,A,A,,V,,V,,,,,,1,,14,不分類,14 都有收
5974,諏,08ACF,Big5-2,,A,A,,V,,V,,,,6,3,1,人,11,,
5975,諗,08AD7,Big5-2,,,B,,V,,V,,,,15,,4,,11,,
5298,諛,08ADB,Big5-1,,A,A,,V,V,V,,,,,,2,,13,常用詞,阿諛奉承
6333,諡,08AE1,Big5-2,,,A,,V,,V,,,,,,2,,10,,諡號
5976,諢,08AE2,Big5-2,,C,,,V,,V,,,,,,2,,11,,
6656,諤,08AE4,Big5-2,,B,,,V,,V,,,,2,,2,,9,,
4048,諳,08AF3,Big5-1,台,A,A,,V,V,V,,,,82,,2,,14,不分類,14 都有收
5299,諶,08AF6,Big5-1,,A,A,,V,,V,,,1378,119,,3,,13,姓氏、人名,姓氏、公司行號常用
5300,諼,08AFC,Big5-1,,A,,,V,,V,,,,48,,4,,13,姓氏、人名,馮諼
5301,謅,08B05,Big5-2,,C,,,V,,V,,,,,,4,,13,常用詞,文謅謅
4059,謐,08B10,Big5-1,,A,A,,V,V,V,,,,16,,2,,14,不分類,14 都有收
5302,謔,08B14,Big5-2,台,A,A,,V,V,V,,,,,,2,,13,常用詞,戲謔
5633,謖,08B16,Big5-2,,A,A,,V,,V,,,,1,,2,,12,姓氏、人名,馬謖
5303,謫,08B2B,Big5-1,,A,A,,V,,V,,,,1,,2,,13,常用詞,指謫
5634,謳,08B33,Big5-2,台,A,A,,V,V,V,,,,1,,2,,12,常用詞,謳歌
